영화명,영화코드,개봉일,F-rated,장르,등급,영화구분,제작사,배급사,상영횟수,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,감독1필모,감독1,감독1코드,감독1성별,감독2,감독2코드,감독2성별,감독3,감독3코드,감독3성별,감독4,감독4코드,감독4성별,작가,대표작가,대표작가(필명),작가코드,작가성별,작가_대표역할,작가필모,배우,주연배우,배우코드,배우성별,배우_대표역할,배우필모
검사외전,20145507,2016-02-03,0,"범죄,코미디",15세이상관람가,일반영화,"(주)영화사 월광,(주)사나이픽처스",(주)쇼박스,153532,1812,77252755264.0,9699092,18302525664,2219587,리멤버|검사외전|군도: 민란의 시대|마이 웨이|비스티 보이즈,이일형,10057103.0,남자,-,-,-,-,-,-,-,-,-,이일형,이일형,이일형,10057103,남자,감독,리멤버|검사외전|군도: 민란의 시대|마이 웨이|비스티 보이즈,"황정민,강동원,이성민,박성웅,김응수,신소율,주진모,김원해,김홍파,김병옥,박종환,전배수,박지환,손종학,신혜선,김시은,김종수,한재영,박지환,박종우,박지홍,송승현,윤석민,이규호,이석준,이선주,이승민,이승우,이승준,이승훈,이승훈,최현준,김영,이정은,장지건,한창현,정기섭,민무제",황정민,10090290,남자,배우,"인질(가제)|다만 악에서 구하소서|공작|군함도|군함도 감독판|아수라|곡성|검사외전|히말라야|베테랑|국제시장|남자가 사랑할 때|전설의 주먹|신세계|댄싱퀸|모비딕|평양성|부당거래|끝과 시작|구르믈 버서난 달처럼|그림자 살인|슈퍼맨이었던 사나이|행복|검은 집|사생결단|내 생애 가장 아름다운 일주일|너는 내 운명|천군|달콤한 인생|여자, 정혜|마지막 늑대|바람난 가족|이공|로드무비|YMCA야구단|와이키키 브라더스|쉬리|그녀|오감도"
최강전사 미니특공대: 영웅의 탄생,20159657,2016-02-04,1,애니메이션,전체관람가,일반영화,(주)삼지애니메이션,(주)삼지애니메이션,4914,349,866704200.0,115704,172514300,22357,미니특공대X|파워배틀 와치카: 와치가면의 역습|부릉! 부릉! 브루미즈: 스피더의 모험 일기|파워배틀 와치카 미니카 배틀리그: 불꽃의 질주|최강전사 미니특공대: 영웅의 탄생|최강전사 미니특공대 : 새로운 악당의 습격|뽀로로 극장판 슈퍼썰매 대모험,이영준,20186877.0,남자,-,-,-,-,-,-,-,-,-,"최인희, 김수훈",최인희,최인희,20228888,여자,시나리오(각본),"최강전사 미니특공대: 영웅의 탄생|안녕, 전우치! 도술로봇대결전|최강전사 미니특공대 : 새로운 악당의 습격","엄상현,양정화,전태열",엄상현,10047326,남자,배우,"극장판 헬로카봇 : 달나라를 구해줘!|프린스 코기|극장판 헬로카봇: 옴파로스 섬의 비밀|극장판 공룡메카드: 타이니소어의 섬|런닝맨 : 풀룰루의 역습|극장판 뽀잉: 슈퍼 변신의 비밀|극장판 헬로카봇 : 백악기 시대|해적왕 작스톰|미니특공대X|뽀로로 극장판 공룡섬 대모험|킹 오브 프리즘 - 프라이드 더 히어로|바다 탐험대 옥토넛 시즌4: 더 파이널|파워배틀 와치카: 와치가면의 역습|트롤|바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동|눈의 여왕 3: 눈과 불의 마법대결|부릉! 부릉! 브루미즈: 스피더의 모험 일기|파워배틀 와치카 미니카 배틀리그: 불꽃의 질주|극장판 유희왕 더 다크 사이드 오브 디멘션즈|바다 탐험대 옥토넛 시즌4: 아슬아슬 구조대작전|최강전사 미니특공대: 영웅의 탄생|바다 탐험대 옥토넛 시즌4: 빙하탐험선S|타이밍|뽀로로 극장판 컴퓨터 왕국 대모험|고녀석 맛나겠다2 : 함께라서 행복해|빌리와 용감한 녀석들 3|최강전사 미니특공대 : 새로운 악당의 습격|생각보다 맑은|헬로 카봇|바다 탐험대 옥토넛 스페셜|꼬마영웅 경찰차 프로디2|피쉬와 칩스 극장판|꼬마마녀 요요와 네네|우주로봇 씨어|쿵후팬더: 영웅의 탄생|부도리의 꿈 |부도리의 꿈(감독판)|레전드 오브 래빗|프렌즈: 몬스터섬의비밀 |마루 밑 아리에티|꼬마영웅 경찰차 프로디|가필드 펫 포스 3D|엘라의 모험 2: 백설공주 길들이기|춤추는 꿈틀이 밴드|제불찰씨 이야기|신암행어사|메밀꽃, 운수 좋은 날, 그리고 봄봄"
번개맨,20150903,2016-02-11,0,"판타지,가족",전체관람가,일반영화,"(주)드림써치C&C,한국교육방송공사 EBS",씨네그루(주)키다리이엔티,4644,393,516736500.0,69303,112271800,13839,"흥부: 글로 세상을 바꾼 자|번개맨|봄|26년|후궁 : 제왕의 첩|마이 웨이|두 여자|슬픔보다 더 슬픈 이야기|1724 기방난동사건|고고 70|가루지기|라듸오 데이즈|마이 파더|지금 사랑하는 사람과 살고 있습니까?|전설의 고향|허브|음란서생|형사 Duelist|천군|인어 공주|장화, 홍련|버스, 정류장",조근현,10065272.0,남자,-,-,-,-,-,-,-,-,-,"조근현, 신동훈",조근현,조근현,10065272,남자,감독,"흥부: 글로 세상을 바꾼 자|번개맨|봄|26년|후궁 : 제왕의 첩|마이 웨이|두 여자|슬픔보다 더 슬픈 이야기|1724 기방난동사건|고고 70|가루지기|라듸오 데이즈|마이 파더|지금 사랑하는 사람과 살고 있습니까?|전설의 고향|허브|음란서생|형사 Duelist|천군|인어 공주|장화, 홍련|버스, 정류장","정현진,루나",정현진,20216268,남자,배우,번개맨|빅매치|26년
멜리스,20157441,2016-02-11,1,"공포(호러),스릴러",15세이상관람가,독립/예술영화,(주)라임오렌지팩토리,(주)드림팩트엔터테인먼트,1465,141,90914800.0,11484,19830000,2343,5.18 힌츠페터 스토리|멜리스|된장|다섯은 너무 많아,김용운,20206966.0,남자,-,-,-,-,-,-,-,-,-,김용운,김용운,김용운,20206966,남자,감독,5.18 힌츠페터 스토리|멜리스|된장|다섯은 너무 많아,"홍수아,임성언,양명헌,김하유,최초우,현봉식,조한선,조덕제,여호민,이창해,정다호,정부자,이윤선",홍수아,10089613,여자,배우,멜리스
좋아해줘,20150977,2016-02-17,3,"멜로/로맨스,코미디",12세이상관람가,일반영화,"리양필름(주),(주)제이케이필름",씨제이이앤엠(주),27125,637,6572774337.0,848148,1904246337,234990,"아이돌 권한대행 |좋아해줘|출중한 여자|6년째 연애중|오래된 정원|로맨틱 무브먼트, 서울",박현진,20110969.0,여자,-,-,-,-,-,-,-,-,-,유영아,유영아,유영아,20125804,여자,시나리오(각본),82년생 김지영|너의 결혼식|사랑하기 때문에|형|국가대표 2|좋아해줘|상의원|캐치미|열한시|노브레싱|톱스타|파파로티|스파이|7번방의 선물|타워|코리아|오직 그대만|친정엄마|웨딩드레스|1724 기방난동사건,"이미연,최지우,김주혁,유아인,강하늘,이솜,하석진,지윤호,한재영,선주아,이춘우,이한승,이현서,장원진,전호성,송창현,이서연,이성진,이승연,이정은,박명신,이승연,김승훈",이미연,20111397,여자,배우,좋아해줘|회사원|어깨 너머의 연인|태풍|중독|재밌는 영화|흑수선|인디안 썸머|물고기자리|주노명 베이커리|내 마음의 풍금|여고괴담|모텔 선인장|넘버 3|무소의 뿔처럼 혼자서 가라|결혼만들기|살어리랏다|눈꽃|가을여행|비개인 오후를 좋아하세요|그래 가끔 하늘을 보자|행복은 성적순이 아니잖아요|그게 아니고
동주,20158482,2016-02-17,0,드라마,12세이상관람가,일반영화,(주) 루스이소니도스,메가박스중앙(주)플러스엠,40015,499,8864695589.0,1168427,2961796289,376321,"자산어보|변산|박열|대배우|동주|그날의 분위기|사도|소원|봄날의 입맞춤|평양성|구르믈 버서난 달처럼|님은 먼 곳에|궁녀|즐거운 인생|라디오 스타|도마뱀|왕의 남자|달마야, 서울 가자|황산벌|달마야 놀자|공포택시|아나키스트|키드캅",이준익,10057485.0,남자,-,-,-,-,-,-,-,-,-,신연식,신연식,신연식,10040499,남자,감독,"로마서 8:37|동주|프랑스 영화처럼|조류인간|개를 훔치는 완벽한 방법|배우는 배우다|러시안 소설|페어러브|약탈자들|좋은 배우|과대망상자들|내 노래를 들어줘|수주 인 파리|플레이 노 모어|원스 인 어 라이프타임|신연식이 수주와 파리로 간 까닭은? - 신연식 단편선|3월 단편 상상극장-여자, 남자","강하늘,박정민,김인우,최홍일,김정팔,최희서,신윤주,문성근,최종률,전재형,정운봉,이선주,허욱진,최정헌,윤정일,박명신,한창현,민진웅",강하늘,20111688,남자,배우,나와 봄날의 약속|기억의 밤|청년경찰|재심|좋아해줘|동주|순수의 시대|순수의 시대 무삭제편|스물|쎄시봉|소녀괴담|너는 펫|평양성
독도의 영웅들,20156498,2016-02-18,0,다큐멘터리,12세이상관람가,독립/예술영화,퓨어웨이픽쳐스,퓨어웨이픽쳐스,51,4,10933000.0,2384,10808000,2364,독도의 영웅들|약혼|한걸음 |독도의 영웅|남도의 백합화,권순도,20217370.0,남자,-,-,-,-,-,-,-,-,-,권순도,권순도,권순도,20217370,남자,감독,독도의 영웅들|약혼|한걸음 |독도의 영웅|남도의 백합화,"김승헌,김찬형,김철민,박지현,왕진성,정수환,채종규",김승헌,20267635,남자,배우,독도의 영웅들
순정,20151021,2016-02-24,1,드라마,12세이상관람가,일반영화,(주)주피터필름,(주)리틀빅픽쳐스,10556,467,1643792033.0,229059,507428633,65385,순정|내 청춘에게 고함|힘내라 YS,이은희,20140739.0,여자,-,-,-,-,-,-,-,-,-,한창훈,한창훈,한창훈,20255662,남자,시나리오(각본),순정,"도경수,김소현,연준석,이다윗,주다영,박용우,박해준,김지호,이범수,이대연,황석정,박정민,김권,오유진,박충선,조우람,최민석,임철수,황영희",도경수,20209526,남자,배우,언더독|스윙키즈|신과함께-인과 연|신과함께-죄와 벌|7호실|형|순정|카트
귀향,20161364,2016-02-24,1,드라마,15세이상관람가,일반영화,주식회사 제이오엔터테인먼트코리아,(주)와우픽쳐스,90288,876,27245051990.0,3586523,6310471892,801788,"에움길|소리꾼|귀향, 끝나지 않은 이야기|귀향|파울볼|두레소리",조정래,10066934.0,남자,-,-,-,-,-,-,-,-,-,조정래,조정래,조정래,10066934,남자,감독,"에움길|소리꾼|귀향, 끝나지 않은 이야기|귀향|파울볼|두레소리","손숙,강하나,서미지,최리,정인기,오지혜,김시은,이채현,임성철,임혜영,박주현,박지희,박진경,장현익,정광윤,정부경,정승현,안재성,이경훈,이민영,이선희,이수현,이승현,이여원,김완기,김은나,정무성,류신",손숙,10036856,여자,배우,소리꾼|꽃손|아이 캔 스피크|귀향|극장전|리허설|개같은 날의 오후|단지 그대가 여자라는 이유만으로|민우씨 오는 날|주리
남과 여,20145502,2016-02-25,2,멜로/로맨스,청소년관람불가,일반영화,(주)영화사봄,(주)쇼박스,9790,449,1651122533.0,203775,598578633,72223,"어느날|남과 여|사랑한다, 사랑하지 않는다|멋진 하루|아주 특별한 손님|러브토크|여자, 정혜|티파니에서 아침을",이윤기,10056949.0,남자,-,-,-,-,-,-,-,-,-,신은영,신은영,신은영,20132735,여자,감독,엽기적인 그녀 2|남과 여|달콤한 인생|하교길|레슨 |제15회 미쟝센 단편영화제 여성 감독 특별전 1,"전도연,공유,이미소,정선경,윤세아,김혜옥,박민지,전준호,오정완,조희,윤신혜,이보영,이상희,민무제,강신철",전도연,10061252,여자,배우,"지푸라기라도 잡고 싶은 짐승들|생일|남과 여|협녀, 칼의 기억|무뢰한|집으로 가는 길|카운트다운|하녀|멋진 하루|밀양|너는 내 운명|인어 공주|스캔들-조선남녀상열지사|피도 눈물도 없이|나도 아내가 있었으면 좋겠다|해피엔드|내 마음의 풍금|약속|접속|보금자리"
소꿉놀이,20158161,2016-02-25,3,다큐멘터리,전체관람가,독립/예술영화,(주)시네마달,(주)시네마달,260,14,14052500.0,1815,11861200,1483,소꿉놀이,김수빈,20208249.0,여자,-,-,-,-,-,-,-,-,-,김수빈,김수빈,김수빈,20208249,여자,감독,소꿉놀이,"서지은,정혜림,안수빈,하강웅,김수빈",김수빈,20146283,여자,배우,소꿉놀이
섬. 사라진 사람들,20144441,2016-03-03,1,스릴러,15세이상관람가,독립/예술영화,시네마팩토리,(주)콘텐츠판다,2452,206,148749900.0,18485,27016600,3274,죄 많은 소녀|어른도감|수성못|아기와 나|연애담|양치기들|섬. 사라진 사람들|성실한 나라의 앨리스|어벤져스: 에이지 오브 울트론|소셜포비아|잉투기|공정사회|통증|해운대|청춘만화|낭만자객|색즉시공|취화선|세개의 거울|함정,이지승,10057552.0,남자,-,-,-,-,-,-,-,-,-,"장재일, 이지승",장재일,장재일,20167821,남자,시나리오(각본),섬. 사라진 사람들|애비|귀가,"박효주,배성우,이현욱,류준열,최일화,마동석,가심현,가심현,윤지영,이보림,권유진,박호산,공민정,이성욱,배유람,손영순",박효주,10029573,여자,배우,더 펜션|마차 타고 고래고래|섬. 사라진 사람들|극적인 하룻밤|극비수사|타짜-신의 손|더 파이브|감기|48미터|완득이|위험한 상견례|시크릿|청담보살|나는 행복합니다|추격자|레드 아이|슈퍼스타 감사용|불어라 봄바람|첫사랑 사수 궐기 대회|품행제로|하루
무수단,20152541,2016-03-03,1,"미스터리,스릴러",15세이상관람가,일반영화,골든타이드픽처스(주),오퍼스픽쳐스(유),2422,228,112188400.0,14386,27050200,3369,무수단|군사통제구역 팔이공지대|삼인삼색 - 동거동락,구모,10002140.0,남자,-,-,-,-,-,-,-,-,-,구모,구모,구모,10002140,남자,감독,무수단|군사통제구역 팔이공지대|삼인삼색 - 동거동락,"이지아,김민준,도지한,김동영,오종혁,박유환,정진,박종찬,정의진,최건,유승원,서현우",이지아,10057553,여자,배우,무수단
설행_눈길을 걷다,20158822,2016-03-03,3,드라마,15세이상관람가,독립/예술영화,(주)인스터,(주)인디플러그,1127,72,36345200.0,4959,17339000,2213,프랑스여자|설행_눈길을 걷다|청포도 사탕: 17년 전의 약속|열세살 수아|언젠가|만남|좋은 날,김희정,10006553.0,여자,-,-,-,-,-,-,-,-,-,김희정,김희정,김희정,10006553,여자,감독,프랑스여자|설행_눈길을 걷다|청포도 사탕: 17년 전의 약속|열세살 수아|언젠가|만남|좋은 날,"김태훈,박소담,최무성,김중기,송현영,이선주,김새벽,전국향",박소담,20209686,여자,배우,기생충|후쿠오카|특송|언더독|군산: 거위를 노래하다|대장 김창수|설행_눈길을 걷다|검은 사제들|사도|베테랑|경성학교: 사라진 소녀들|쎄시봉|상의원|마담 뺑덕|일대일|이쁜 것들이 되어라|소녀|잉투기|뱀파이어는 우리 옆집에 산다|고리|아름다운임종
널 기다리며,20145396,2016-03-10,1,스릴러,청소년관람불가,일반영화,"(주)영화사수작,모티브픽쳐스(주),(주)디씨지플러스",(주)넥스트엔터테인먼트월드(NEW),33774,551,5232611336.0,634953,1188915987,138898,안시성|널 기다리며|우리 동네,모홍진,10026501.0,남자,-,-,-,-,-,-,-,-,-,모홍진,모홍진,모홍진,10026501,남자,감독,안시성|널 기다리며|우리 동네,"심은경,윤제문,김성오,오태경,정해균,안재홍,김원해,지대한,이호열,장준현,정재숙,정진혁,조제웅,유경훈,이동혁",심은경,10040874,여자,배우,"신문기자|염력|특별시민|조작된 도시|걷기왕|서울역|궁합|널 기다리며|로봇, 소리|수상한 그녀|광해, 왕이 된 남자|써니 감독판|써니|로맨틱 헤븐|지구대표 롤링스타즈|퀴즈왕|반가운 살인자|불신지옥|헨젤과 그레텔"
히야,20161722,2016-03-10,2,드라마,12세이상관람가,일반영화,"(주)메이저타운,(주)더재미팩토리,(주)알지엔터웍스",(주)라이크 콘텐츠,1444,124,173844100.0,21687,58521200,7007,"히야|고지전|킹콩을 들다|더 게임|마을금고 연쇄습격사건|플라이 대디|방과후 옥상|댄서의 순정|제니, 주노|생수",김지연,20140497.0,여자,-,-,-,-,-,-,-,-,-,김지연,김지연,김지연,20140497,여자,감독,"히야|고지전|킹콩을 들다|더 게임|마을금고 연쇄습격사건|플라이 대디|방과후 옥상|댄서의 순정|제니, 주노|생수","안보현,호야,박철민,강성미,강민아,최대철,정경호,기주봉,서정우,지청룡,이남희,이승재,이승준,이요한,이우탁,김경오,서현우",안보현,20232067,남자,배우,막다른 골목의 추억|히야
